"canonicalName","acceptedNameUsage","NSL","GBIF","OBSERVATION_TOT","SPECIMEN_TOT","GlobalFungi","synonym_canonicalNames","GSMc","UNITE"
"Pseudotomentella umbrina","Pseudotomentella umbrina",NA,NA,NA,NA,NA,NA,"yes",NA
"Pterygellus polymorphus","Pterygellus polymorphus",NA,NA,NA,NA,NA,NA,"yes","yes"
"Pulveroboletus brunneoscabrosus","Pulveroboletus brunneoscabrosus",NA,"yes",0,3,NA,"Pulveroboletus brunneoscabrosus",NA,"yes"
"Pulveroboletus frians","Pulveroboletus frians (Corner) Singer","yes","yes",0,3,NA,"Boletus frians, Pulveroboletus frians",NA,NA
"Pulveroboletus kivuensis","Pulveroboletus kivuensis (Heinem. & Gooss.-Font.) Singer","yes",NA,0,0,NA,"Gyrodon kivuensis, Pulveroboletus kivuensis",NA,NA
"Pulveroboletus ravenelii","Pulveroboletus ravenelii (Berk. & M.A.Curtis) Murrill","yes","yes",132,24,NA,"Pulveroboletus ravenelii",NA,"yes"
"Pulvinula archeri","Pulvinula archeri",NA,"yes",5,4,NA,"Pulvinula archeri",NA,NA
"Pulvinula convexella","Pulvinula convexella",NA,"yes",2,8,NA,"Pulvinula convexella",NA,"yes"
"Pulvinula globifera","Pulvinula globifera (Berk. & M.A.Curtis) Le Gal","yes","yes",1,1,NA,"Humaria globifera, Pulvinula globifera",NA,NA
"Pulvinula miltina","Pulvinula miltina (Berk.) Rifai","yes","yes",2,17,NA,"Barlaea miltina, Humaria miltina, Lamprospora constellatio, Peziza miltina, Pulvinula miltina",NA,"yes"
"Pulvinula tetraspora","Pulvinula tetraspora",NA,"yes",4,2,NA,"Pulvinula tetraspora",NA,NA
"Quadrispora musispora","Quadrispora musispora Bougher & Castellano","yes",NA,0,0,NA,"Quadrispora musispora",NA,NA
"Quadrispora oblongispora","Quadrispora oblongispora (G.W.Beaton, Pegler & T.W.K.Young) Bougher & Castellano","yes","yes",5,32,NA,"Hymenogaster oblongisporus, Quadrispora oblongispora",NA,NA
"Quadrispora tubercularis","Quadrispora tubercularis Bougher & A.A.Francis","yes",NA,0,0,NA,"Quadrispora tubercularis",NA,NA
"Ramaria abietina","Ramaria abietina (Pers.) Quél.","yes",NA,0,0,NA,"Clavaria abietina, Ramaria abietina",NA,NA
"Ramaria ambigua","Ramaria ambigua",NA,"yes",0,4,NA,"Ramaria ambigua",NA,NA
"Ramaria anziana","Ramaria anziana R.H.Petersen","yes","yes",85,18,NA,"Ramaria anziana",NA,"yes"
"Ramaria aurea","Ramaria aurea (Schaeff.) Quél.","yes","yes",0,9,NA,"Clavaria aurea, Ramaria aurea",NA,"yes"
"Ramaria australiana","Ramaria australiana (Cleland) R.H.Petersen","yes","yes",16,44,NA,"Clavaria australiana, Ramaria australiana",NA,NA
"Ramaria botrytis","Ramaria botrytis var. holorubella (G.F.Atk.) Corner","yes",NA,0,0,NA,"Ramaria holorubella",NA,"yes"
"Ramaria botrytis","Ramaria botrytis (Pers.) Ricken","yes","yes",6,19,NA,"Clavaria botrytis, Ramaria botrytis",NA,"yes"
"Ramaria botrytoides","Ramaria botrytoides (Peck) Corner","yes","yes",64,18,NA,"Clavaria botrytoides, Ramaria botrytoides",NA,"yes"
"Ramaria brevispora","Ramaria brevispora",NA,"yes",0,1,NA,"Ramaria brevispora",NA,NA
"Ramaria capitata","Ramaria capitata (Lloyd) Corner","yes","yes",294,160,NA,"Clavaria capitata, Ramaria capitata",NA,NA
"Ramaria citrinocuspidata","Ramaria citrinocuspidata A.M.Young & N.A.Fechner","yes","yes",0,7,NA,"Ramaria citrinocuspidata",NA,NA
"Ramaria crispula","Ramaria crispula (Fr.) Quél.","yes",NA,0,0,NA,"Clavaria crispula, Ramaria crispula",NA,NA
"Ramaria fennica","Ramaria fennica (P.Karst.) Ricken","yes","yes",0,18,NA,"Clavaria fennica, Ramaria fennica, Ramaria fumigata",NA,"yes"
"Ramaria filicicola","Ramaria filicicola (S.G.M.Fawc.) Corner","yes","yes",653,32,NA,"Clavaria filicicola, Ramaria filicicola",NA,NA
"Ramaria flaccida","Ramaria flaccida (Fr.) Bourdot","yes",NA,0,0,NA,"Clavaria flaccida, Ramaria flaccida",NA,NA
"Ramaria flava","Ramaria flava (Schaeff.) Quél.","yes","yes",0,5,NA,"Clavaria flava, Ramaria flava",NA,"yes"
"Ramaria flavobrunnescens","Ramaria flavobrunnescens (G.F.Atk.) Corner","yes","yes",0,7,NA,"Clavaria flavobrunnescens, Ramaria flavobrunnescens",NA,"yes"
"Ramaria formosa","Ramaria formosa (Pers.) Quél.","yes","yes",2,1,NA,"Clavaria formosa, Ramaria formosa",NA,"yes"
"Ramaria gelatinosa","Ramaria gelatinosa","yes",NA,0,0,NA,"Ramaria gelatinosa",NA,"yes"
"Ramaria gracilis","Ramaria gracilis (Pers.) Quél.","yes","yes",17,32,NA,"Clavaria gracilis, Ramaria gracilis",NA,"yes"
"Ramaria junquilleo-vertex","Ramaria junquilleo-vertex R.H.Petersen","yes",NA,0,0,NA,"Ramaria junquilleo-vertex",NA,NA
"Ramaria lorithamnus","Ramaria lorithamnus (Berk.) R.H.Petersen","yes","yes",1043,144,NA,"Clavaria lorithamnus, Clavaria sinapicolor, Ramaria lorithamnus, Ramaria sinapicolor, Ramariopsis lorithamnus",NA,"yes"
"Ramaria lutea","Ramaria lutea (Vittad.) Schild","yes",NA,0,0,NA,"Clavaria lutea, Ramaria lutea",NA,NA
"Ramaria mairei","Ramaria mairei Donk","yes",NA,0,0,NA,"Clavaria pallida, Ramaria mairei",NA,NA
"Ramaria molleriana","Ramaria molleriana",NA,"yes",0,1,NA,"Ramaria molleriana",NA,NA
"Ramaria ochraceosalmonicolor","Ramaria ochraceosalmonicolor (Cleland) Corner","yes",NA,0,0,NA,"Clavaria ochraceosalmonicolor, Ramaria ochraceosalmonicolor",NA,NA
"Ramaria polypus","Ramaria polypus",NA,"yes",0,2,NA,"Ramaria polypus",NA,NA
"Ramaria pyrispora","Ramaria pyrispora R.H.Petersen & Watling","yes","yes",9,3,NA,"Ramaria pyrispora",NA,NA
"Ramaria rufescens","Ramaria rufescens (Fr.) Corner","yes",NA,0,0,NA,"Clavaria rufescens, Ramaria rufescens",NA,"yes"
"Ramaria samuelsii","Ramaria samuelsii",NA,"yes",13,2,NA,"Ramaria samuelsii",NA,NA
"Ramaria sanguinea","Ramaria sanguinea (Pers.) Quél.","yes",NA,0,0,NA,"Clavaria sanguinea, Ramaria sanguinea",NA,"yes"
"Ramaria stricta","Ramaria stricta (Pers.) Quél.","yes","yes",2,4,NA,"Clavaria stricta, Ramaria stricta",NA,"yes"
"Ramaria stuntzii","Ramaria stuntzii Marr","yes","yes",4,2,NA,"Ramaria stuntzii",NA,"yes"
"Ramaria subaurantiaca","Ramaria subaurantiaca Corner","yes","yes",2,7,NA,"Ramaria subaurantiaca",NA,"yes"
"Ramaria subtilis","Ramaria subtilis (Coker) Schild","yes","yes",0,4,NA,"Ramaria subtilis",NA,"yes"
"Ramaria versatilis","Ramaria versatilis Quél.","yes",NA,0,0,NA,"Ramaria versatilis",NA,NA
"Ramaria watlingii","Ramaria watlingii R.H.Petersen","yes","yes",7,2,NA,"Ramaria watlingii",NA,NA
"Ramaria xanthosperma","Ramaria xanthosperma (Peck) Corner","yes","yes",1,3,NA,"Ramaria xanthosperma",NA,"yes"
"Ramaria zippelii","Ramaria zippelii (Lév.) Corner","yes",NA,0,0,NA,"Clavaria zippelii, Ramaria zippelii",NA,NA
"Reddellomyces donkii","Reddellomyces donkii",NA,NA,0,0,"yes","Reddellomyces donkii",NA,"yes"
"Reddellomyces magnisporus","Reddellomyces magnisporus Trappe, Castellano & Malajczuk","yes","yes",0,4,NA,"Reddellomyces magnisporus",NA,NA
"Reddellomyces parvulosporus","Reddellomyces parvulosporus (G.W.Beaton & Malajczuk) Trappe, Castellano & Malajczuk","yes","yes",0,5,NA,"Reddellomyces parvulosporus",NA,"yes"
"Reddellomyces westraliensis","Reddellomyces westraliensis",NA,"yes",0,4,"yes","Reddellomyces westraliensis","yes","yes"
"Retiboletus nigerrimus","Retiboletus nigerrimus",NA,"yes",0,4,NA,"Retiboletus nigerrimus",NA,NA
"Rhizopogon alpestris","Rhizopogon alpestris",NA,"yes",0,1,NA,"Rhizopogon alpestris",NA,NA
"Rhizopogon evadens","Rhizopogon evadens",NA,NA,0,0,"yes","Rhizopogon evadens",NA,"yes"
"Rhizopogon hawkerae","Rhizopogon hawkerae",NA,"yes",0,1,NA,"Rhizopogon hawkerae",NA,"yes"
"Rhizopogon luteolus","Rhizopogon luteolus Fr.","yes","yes",19,59,NA,"Melanogaster wilsonii, Rhizopogon coxii, Rhizopogon induratus, Rhizopogon luteolus, Rhizopogon wilsonii",NA,"yes"
"Rhizopogon occidentalis","Rhizopogon occidentalis",NA,"yes",0,4,NA,"Rhizopogon occidentalis",NA,"yes"
"Rhizopogon pachyphloeus","Rhizopogon pachyphloeus",NA,"yes",0,2,NA,"Rhizopogon pachyphloeus",NA,NA
"Rhizopogon parksii","Rhizopogon parksii",NA,"yes",0,2,NA,"Rhizopogon parksii",NA,"yes"
"Rhizopogon pseudoroseolus","Rhizopogon pseudoroseolus",NA,"yes",0,1,"yes","Rhizopogon pseudoroseolus","yes","yes"
"Rhizopogon rodwayi","Rhizopogon rodwayi McAlpine","yes","yes",0,6,NA,"Rhizopogon rodwayi",NA,NA
"Rhizopogon roseolus","Rhizopogon roseolus (Corda) Th.Fr.","yes","yes",14,169,NA,"Rhizopogon roseolus",NA,"yes"
"Rhizopogon rubescens","Rhizopogon rubescens (Tul. & C.Tul.) Tul. & C.Tul.","yes",NA,0,0,NA,"Hysterangium rubescens, Rhizopogon rubescens",NA,NA
"Rhizopogon verii","Rhizopogon verii",NA,NA,0,0,"yes","Rhizopogon verii","yes","yes"
"Rhizopogon villosulus","Rhizopogon villosulus",NA,"yes",0,1,NA,"Rhizopogon villosulus",NA,NA
"Rhizopogon vinicolor","Rhizopogon vinicolor",NA,"yes",0,2,NA,"Rhizopogon vinicolor",NA,"yes"
"Rhizopogon vulgaris","Rhizopogon vulgaris (Vittad.) M.Lange","yes",NA,0,0,NA,"Rhizopogon provincialis, Rhizopogon vulgaris",NA,NA
"Rossbeevera mucosa","Rossbeevera mucosa",NA,"yes",3,67,NA,"Rossbeevera mucosa",NA,NA
"Rossbeevera vittatispora","Rossbeevera vittatispora",NA,"yes",3,269,NA,"Rossbeevera vittatispora","yes",NA
"Rossbeevera westraliensis","Rossbeevera westraliensis",NA,"yes",0,7,NA,"Rossbeevera westraliensis",NA,NA
"Royoungia boletoides","Royoungia boletoides Castellano, Trappe & Malajczuk","yes","yes",4,38,NA,"Royoungia boletoides","yes","yes"
"Royoungia palumana","Royoungia palumana",NA,"yes",30,33,NA,"Royoungia palumana",NA,NA
"Rubinoboletus balloui","Rubinoboletus balloui (Peck) Heinem. & Rammeloo","yes","yes",177,195,NA,"Boletus balloui, Rubinoboletus balloui, Tylopilus balloui",NA,NA
"Rubinoboletus caespitosus","Rubinoboletus caespitosus (Cleland) T.H.Li & Watling","yes","yes",1,13,NA,"Boletus caespitosus, Gyroporus caespitosus, Rubinoboletus caespitosus",NA,NA
"Rubinoboletus phaseolisporus","Rubinoboletus phaseolisporus T.H.Li, R.N.Hilton & Watling","yes",NA,0,0,NA,"Rubinoboletus phaseolisporus",NA,NA
"Rubroboletus satanas","Rubroboletus satanas",NA,"yes",0,1,NA,"Rubroboletus satanas",NA,NA
"Ruhlandiella berolinensis","Ruhlandiella berolinensis",NA,"yes",0,1,"yes","Ruhlandiella berolinensis","yes","yes"
"Ruhlandiella patagonica","Ruhlandiella patagonica",NA,NA,0,0,"yes","Ruhlandiella patagonica",NA,"yes"
"Ruhlandiella reticulata","Ruhlandiella reticulata",NA,"yes",0,10,"yes","Ruhlandiella reticulata",NA,"yes"
"Ruhlandiella truncata","Ruhlandiella truncata",NA,NA,0,0,"yes","Ruhlandiella truncata",NA,"yes"
"Russula acrifolia","Russula acrifolia",NA,NA,0,0,"yes","Russula acrifolia",NA,"yes"
"Russula acrolamellata","Russula acrolamellata",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula adusta","Russula adusta (Pers.) Fr.","yes","yes",13,35,NA,"Agaricus adustus, Russula adusta",NA,"yes"
"Russula afrodelica","Russula afrodelica",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula albidoflava","Russula albidoflava T.Lebel","yes","yes",0,11,NA,"Russula albidoflava",NA,NA
"Russula albobrunnea","Russula albobrunnea T.Lebel","yes","yes",1,8,NA,"Russula albobrunnea",NA,NA
"Russula albonigra","Russula albonigra (Krombh.) Fr.","yes","yes",414,13,NA,"Russula albonigra",NA,"yes"
"Russula allochroa","Russula allochroa",NA,NA,0,0,"yes","Russula allochroa","yes","yes"
"Russula alutacea","Russula alutacea (Pers.) Fr.","yes","yes",0,1,NA,"Agaricus alutaceus, Russula alutacea",NA,"yes"
"Russula amoenolens","Russula amoenolens",NA,"yes",6,4,NA,"Russula amoenolens",NA,NA
"Russula anthracina","Russula anthracina",NA,"yes",0,2,NA,"Russula anthracina","yes",NA
"Russula atrovirens","Russula atrovirens",NA,NA,NA,NA,NA,NA,"yes",NA
"Russula atroviridis","Russula atroviridis",NA,NA,0,0,"yes","Russula atroviridis","yes","yes"
"Russula aurantirosea","Russula aurantirosea",NA,"yes",0,1,NA,"Russula aurantirosea",NA,NA
"Russula aurea","Russula aurea",NA,NA,0,0,"yes","Russula aurea",NA,"yes"
"Russula australiensis","Russula australiensis Cooke & Massee","yes",NA,0,0,NA,"Russula australiensis",NA,NA
"Russula azurea","Russula azurea Bres.","yes",NA,0,0,NA,"Russula azurea",NA,"yes"
"Russula balpinea","Russula balpinea",NA,"yes",5,57,NA,"Russula balpinea",NA,NA
"Russula bispora","Russula bispora",NA,"yes",0,4,NA,"Russula bispora",NA,NA
"Russula boranupensis","Russula boranupensis",NA,"yes",0,7,NA,"Russula boranupensis",NA,NA
"Russula brevipes","Russula brevipes",NA,"yes",1,0,NA,"Russula brevipes","yes","yes"
"Russula brunneonigra","Russula brunneonigra T.Lebel","yes","yes",0,6,NA,"Russula brunneonigra",NA,NA
"Russula candidissima","Russula candidissima",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula castanopsidis","Russula castanopsidis",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula cerea","Russula cerea",NA,NA,NA,NA,NA,NA,"yes",NA
"Russula cessans","Russula cessans",NA,"yes",0,3,NA,"Russula cessans",NA,"yes"
"Russula cheelii","Russula cheelii Cleland","yes","yes",8,29,NA,"Russula cheelii","yes",NA
"Russula cinereovinosa","Russula cinereovinosa",NA,"yes",0,1,NA,"Russula cinereovinosa",NA,NA
"Russula citrina","Russula citrina Gillet","yes",NA,0,0,NA,"Russula citrina",NA,NA
"Russula clariana","Russula clariana",NA,NA,NA,NA,NA,NA,"yes",NA
"Russula clavata","Russula clavata",NA,"yes",5,45,NA,"Russula clavata",NA,NA
"Russula clelandii","Russula clelandii O.K.Mill. & R.N.Hilton","yes","yes",531,258,"yes","Russula clelandii",NA,"yes"
"Russula clusii","Russula clusii (Fr.) Sacc.","yes",NA,0,0,NA,"Russula clusii",NA,NA
"Russula coccinea","Russula coccinea Massee","yes",NA,0,0,NA,"Russula coccinea",NA,NA
"Russula collina","Russula collina",NA,"yes",0,3,NA,"Russula collina",NA,NA
"Russula collubrina","Russula collubrina",NA,"yes",0,12,NA,"Russula collubrina",NA,NA
"Russula compacta","Russula compacta Peck & Frost","yes","yes",344,30,NA,"Russula compacta",NA,"yes"
"Russula costatispora","Russula costatispora",NA,"yes",0,2,NA,"Russula costatispora",NA,NA
"Russula cremicolor","Russula cremicolor",NA,NA,0,0,"yes","Russula cremicolor",NA,"yes"
"Russula cyanoxantha","Russula cyanoxantha (Schaeff.) Fr.","yes","yes",1,8,"yes","Russula cyanoxantha","yes","yes"
"Russula decolorans","Russula decolorans",NA,NA,0,0,"yes","Russula decolorans",NA,"yes"
"Russula delica","Russula delica (Paul.) Fr.","yes","yes",0,10,NA,"Russula delica","yes","yes"
"Russula densifolia","Russula densifolia",NA,NA,0,0,"yes","Russula densifolia",NA,"yes"
"Russula densissima","Russula densissima",NA,NA,0,0,"yes","Russula densissima",NA,"yes"
"Russula depallens","Russula depallens",NA,NA,0,0,"yes","Russula depallens",NA,"yes"
"Russula eburnea","Russula eburnea",NA,"yes",18,86,NA,"Russula eburnea",NA,NA
"Russula echidna","Russula echidna",NA,"yes",0,4,"yes","Russula echidna",NA,"yes"
"Russula eildonensis","Russula eildonensis",NA,"yes",0,58,NA,"Russula eildonensis",NA,NA
"Russula emetica","Russula emetica (Schaeff.) Pers.","yes","yes",1,8,NA,"Agaricus emeticus, Russula emetica",NA,"yes"
"Russula erumpens","Russula erumpens Cleland & Cheel","yes","yes",31,64,NA,"Russula erumpens",NA,NA
"Russula expallens","Russula expallens Gillet","yes",NA,0,0,NA,"Russula expallens",NA,NA
"Russula fallax","Russula fallax (Fr.) Britzelm.","yes",NA,0,0,NA,"Russula fallax",NA,NA
"Russula firmula","Russula firmula",NA,NA,0,0,"yes","Russula firmula",NA,"yes"
"Russula flocktonae","Russula flocktonae",NA,"yes",0,1,NA,"Russula flocktonae","yes",NA
"Russula foetens","Russula foetens (Pers.) Fr.","yes","yes",8,15,"yes","Russula foetens","yes","yes"
"Russula fragilis","Russula fragilis (Pers.) Fr.","yes",NA,0,0,NA,"Russula fragilis",NA,"yes"
"Russula fragrantissima","Russula fragrantissima",NA,"yes",0,1,NA,"Russula fragrantissima","yes","yes"
"Russula furcatispina","Russula furcatispina",NA,"yes",0,3,NA,"Russula furcatispina",NA,NA
"Russula galbana","Russula galbana T.Lebel","yes","yes",0,7,NA,"Russula galbana",NA,NA
"Russula glarea","Russula glarea",NA,"yes",28,38,NA,"Russula glarea",NA,NA
"Russula grata","Russula grata Britzelm.","yes",NA,0,0,NA,"Russula grata, Russula laurocerasi","yes","yes"
"Russula graveolens","Russula graveolens",NA,"yes",1,2,NA,"Russula graveolens",NA,"yes"
"Russula griseobrunnea","Russula griseobrunnea",NA,NA,0,0,"yes","Russula griseobrunnea","yes","yes"
"Russula heterophylla","Russula heterophylla",NA,NA,0,0,"yes","Russula heterophylla",NA,"yes"
"Russula ingwa","Russula ingwa Grgur.","yes","yes",13,26,NA,"Russula ingwa",NA,"yes"
"Russula iterika","Russula iterika Grgur.","yes","yes",88,20,NA,"Russula iterika",NA,NA
"Russula kalimna","Russula kalimna Grgur.","yes","yes",22,16,NA,"Russula kalimna",NA,NA
"Russula kermesina","Russula kermesina",NA,NA,0,0,"yes","Russula kermesina","yes","yes"
"Russula lactea","Russula lactea","yes",NA,0,0,NA,"Russula lactea",NA,NA
"Russula laricinoaffinis","Russula laricinoaffinis",NA,NA,0,0,"yes","Russula laricinoaffinis","yes","yes"
"Russula lenkunya","Russula lenkunya Grgur.","yes","yes",1058,51,NA,"Russula lenkunya",NA,NA
"Russula leonardii","Russula leonardii",NA,"yes",0,2,NA,"Russula leonardii",NA,NA
"Russula linnaei","Russula linnaei (Fr.) Fr.","yes",NA,0,0,NA,"Russula linnaei",NA,NA
"Russula longispora","Russula longispora",NA,"yes",0,3,NA,"Russula longispora",NA,NA
"Russula luteirosea","Russula luteirosea (Bougher) T.Lebel","yes","yes",0,27,NA,"Macowanites luteiroseus, Russula luteirosea",NA,NA
"Russula luteobrunnea","Russula luteobrunnea",NA,"yes",0,20,NA,"Russula luteobrunnea",NA,NA
"Russula macrocystidia","Russula macrocystidia",NA,"yes",0,7,NA,"Russula macrocystidia",NA,NA
"Russula macrocystidiata","Russula macrocystidiata",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula marangania","Russula marangania Grgur.","yes","yes",321,49,NA,"Russula marangania",NA,NA
"Russula mariae","Russula mariae Peck","yes","yes",2,13,NA,"Russula mariae",NA,NA
"Russula megaspora","Russula megaspora",NA,"yes",0,83,NA,"Russula megaspora",NA,NA
"Russula mistiformis","Russula mistiformis",NA,"yes",0,4,NA,"Russula mistiformis",NA,NA
"Russula multicolor","Russula multicolor Bougher & K.Syme","yes","yes",0,1,NA,"Russula multicolor",NA,NA
"Russula neerimea","Russula neerimea Grgur.","yes","yes",491,81,NA,"Russula neerimea",NA,NA
"Russula nigricans","Russula nigricans",NA,NA,0,0,"yes","Russula nigricans",NA,"yes"
"Russula nitida","Russula nitida",NA,"yes",0,1,NA,"Russula nitida",NA,NA
"Russula ochraceorivulosa","Russula ochraceorivulosa",NA,NA,0,0,"yes","Russula ochraceorivulosa",NA,"yes"
"Russula ochroleuca","Russula ochroleuca Pers.","yes","yes",2,0,NA,"Russula granulosa, Russula ochroleuca",NA,"yes"
"Russula odorata","Russula odorata",NA,NA,0,0,"yes","Russula odorata","yes","yes"
"Russula olivaceoflava","Russula olivaceoflava",NA,"yes",0,21,NA,"Russula olivaceoflava",NA,NA
"Russula osphranticarpa","Russula osphranticarpa",NA,"yes",0,7,NA,"Russula osphranticarpa",NA,"yes"
"Russula paludosa","Russula paludosa",NA,NA,0,0,"yes","Russula paludosa",NA,"yes"
"Russula paneeroides","Russula paneeroides",NA,"yes",1,90,NA,"Russula paneeroides",NA,NA
"Russula papakaiensis","Russula papakaiensis",NA,NA,0,0,"yes","Russula papakaiensis",NA,"yes"
"Russula parvisaxoides","Russula parvisaxoides",NA,"yes",0,1,"yes","Russula parvisaxoides",NA,"yes"
"Russula pectinata","Russula pectinata Fr.","yes","yes",0,2,NA,"Russula pectinata",NA,"yes"
"Russula pectinatoides","Russula pectinatoides Peck","yes","yes",1,2,NA,"Russula pectinatoides",NA,"yes"
"Russula persanguinea","Russula persanguinea Cleland","yes","yes",2016,113,NA,"Russula persanguinea",NA,NA
"Russula phymatodispora","Russula phymatodispora",NA,"yes",0,51,NA,"Russula phymatodispora",NA,NA
"Russula pilosella","Russula pilosella T.Lebel","yes","yes",0,48,NA,"Hydnangium tomentosum, Macowanites tomentosus, Martellia tomentosa, Russula pilosella",NA,NA
"Russula praetervisa","Russula praetervisa",NA,"yes",0,1,NA,"Russula praetervisa",NA,NA
"Russula pseudocyanoxantha","Russula pseudocyanoxantha",NA,NA,0,0,"yes","Russula pseudocyanoxantha",NA,"yes"
"Russula pterosperma","Russula pterosperma",NA,"yes",0,8,NA,"Russula pterosperma",NA,NA
"Russula pulchra","Russula pulchra",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula pumicoidea","Russula pumicoidea T.Lebel","yes","yes",1,15,NA,"Russula pumicoidea",NA,NA
"Russula purpurea","Russula purpurea Gillet","yes",NA,0,0,NA,"Russula purpurea",NA,NA
"Russula purpureoflava","Russula purpureoflava Cleland","yes","yes",145,113,NA,"Russula purpureoflava",NA,NA
"Russula pusilla","Russula pusilla",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula queletii","Russula queletii Fr.","yes",NA,0,0,NA,"Russula queletii",NA,"yes"
"Russula reddellii","Russula reddellii T.Lebel","yes","yes",0,37,NA,"Russula reddellii","yes",NA
"Russula redolens","Russula redolens",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula rodwayi","Russula rodwayi",NA,"yes",1,62,NA,"Russula rodwayi",NA,NA
"Russula rosacea","Russula rosacea (Pers.) Gray","yes",NA,0,0,NA,"Russula lepida, Russula rosacea","yes",NA
"Russula roseomaculata","Russula roseomaculata",NA,"yes",0,1,NA,"Russula roseomaculata",NA,NA
"Russula roseopileata","Russula roseopileata",NA,NA,0,0,"yes","Russula roseopileata",NA,"yes"
"Russula roseostipitata","Russula roseostipitata",NA,NA,0,0,"yes","Russula roseostipitata",NA,"yes"
"Russula rostraticystidia","Russula rostraticystidia T.Lebel","yes","yes",0,28,NA,"Russula rostraticystidia",NA,NA
"Russula rubra","Russula rubra (Lam.) Fr.","yes",NA,0,0,NA,"Russula rubra",NA,"yes"
"Russula rubrolutea","Russula rubrolutea",NA,"yes",0,1,NA,"Russula rubrolutea",NA,"yes"
"Russula sanguinaria","Russula sanguinaria",NA,"yes",5,3,NA,"Russula sanguinaria","yes","yes"
"Russula sanguinea","Russula sanguinea (Bull.) Fr.","yes","yes",1,0,NA,"Russula sanguinea",NA,"yes"
"Russula sardonia","Russula sardonia",NA,"yes",2,0,NA,"Russula sardonia",NA,"yes"
"Russula scarlatina","Russula scarlatina T.F.Elliot & Trappe","yes",NA,0,0,NA,"Russula scarlatina",NA,NA
"Russula semicrema","Russula semicrema Fr.","yes",NA,0,0,NA,"Russula semicrema",NA,NA
"Russula seminuda","Russula seminuda",NA,"yes",3,276,NA,"Russula seminuda",NA,NA
"Russula sessilis","Russula sessilis",NA,"yes",6,273,NA,"Russula sessilis",NA,NA
"Russula shafferi","Russula shafferi",NA,"yes",0,1,NA,"Russula shafferi",NA,NA
"Russula shawarensis","Russula shawarensis",NA,NA,0,0,"yes","Russula shawarensis",NA,"yes"
"Russula shultziae","Russula shultziae",NA,"yes",0,17,NA,"Russula shultziae",NA,NA
"Russula sinuata","Russula sinuata T.Lebel","yes","yes",0,9,"yes","Russula sinuata",NA,"yes"
"Russula sororia","Russula sororia Fr.","yes","yes",6,11,NA,"Russula sororia",NA,"yes"
"Russula sparsa","Russula sparsa",NA,"yes",0,19,NA,"Russula sparsa",NA,NA
"Russula subalbida","Russula subalbida Bres.","yes",NA,0,0,NA,"Russula subalbida",NA,NA
"Russula subfoetens","Russula subfoetens",NA,NA,NA,NA,NA,NA,"yes",NA
"Russula subnigricans","Russula subnigricans",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula subvinosa","Russula subvinosa",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula tapawera","Russula tapawera",NA,"yes",0,2,NA,"Russula tapawera",NA,"yes"
"Russula theodoroui","Russula theodoroui",NA,"yes",0,9,NA,"Russula theodoroui",NA,NA
"Russula tomentosa","Russula tomentosa",NA,NA,0,0,"yes","Russula tomentosa",NA,"yes"
"Russula trappei","Russula trappei",NA,"yes",0,5,NA,"Russula trappei",NA,NA
"Russula umerensis","Russula umerensis",NA,NA,0,0,"yes","Russula umerensis","yes","yes"
"Russula undulata","Russula undulata Velen.","yes",NA,0,0,NA,"Russula atropurpurea, Russula undulata",NA,NA
"Russula variata","Russula variata",NA,NA,0,0,"yes","Russula variata","yes","yes"
"Russula variispora","Russula variispora T.Lebel","yes","yes",0,6,NA,"Russula variispora",NA,NA
"Russula velenovskyi","Russula velenovskyi",NA,NA,0,0,"yes","Russula velenovskyi",NA,"yes"
"Russula vesca","Russula vesca Fr.","yes",NA,0,0,"yes","Russula vesca",NA,"yes"
"Russula vinaceocuticulata","Russula vinaceocuticulata",NA,NA,NA,NA,NA,NA,"yes","yes"
"Russula vinosobrunneola","Russula vinosobrunneola",NA,NA,0,0,"yes","Russula vinosobrunneola",NA,"yes"
"Russula viridis","Russula viridis Cleland","yes","yes",78,20,NA,"Russula viridis",NA,NA
"Russula westresii","Russula westresii",NA,"yes",6,49,NA,"Russula westresii",NA,NA
"Russula wielangtae","Russula wielangtae",NA,"yes",0,4,NA,"Russula wielangtae",NA,"yes"
"Russula wirrabarensis","Russula wirrabarensis",NA,"yes",3,76,NA,"Russula wirrabarensis",NA,NA
"Russula wollumbina","Russula wollumbina Grgur.","yes","yes",5,12,NA,"Russula wollumbina",NA,NA
"Russula xanthocarpa","Russula xanthocarpa",NA,"yes",0,11,NA,"Russula xanthocarpa",NA,NA
"Russula xerampelina","Russula xerampelina (Schaeff.) Fr.","yes","yes",1,1,NA,"Russula xerampelina",NA,"yes"
"Sarcodon fuligineoviolaceus","Sarcodon fuligineoviolaceus Banker","yes",NA,0,0,NA,"Sarcodon fuligineoviolaceus",NA,NA
